snapshot_id,snapshot_type,source,model,metadata_field,observed_value,description,source_level,discovery_value,reasoning
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,visualization_type,Vertical bar chart,General type of data visualization used to present the information.,snapshot,medium,Visualization type helps users find and interpret comparable graphical data displays.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,unit_of_measure,Percent (%),Measurement unit used for the values displayed in the figure.,snapshot,high,The unit is essential for interpreting and reusing the numeric values.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,statistic_type,Percentage distribution,Type of statistic represented by the plotted values.,snapshot,high,Knowing that the values are percentages supports analytical comparison across categories.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,category_dimension,Education level,Main categorical dimension used to organize the plotted data.,snapshot,high,The dimension enables retrieval of figures organized by education categories.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,category_labels,Niveau primaire; Niveau secondaire; Niveau universitaire; Informelle,Labels of the categories represented by the bars or plotted elements.,snapshot,high,Category labels expose the substantive contents of the chart for search and analysis.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,category_values,14%; 22%; 12%; 51%,Numeric values associated with the displayed categories.,snapshot,high,Capturing visible values enables direct discovery and reuse of data embedded in the figure.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,group_dimension,Formelle; Informelle,Higher-level grouping or classification applied to the displayed categories.,snapshot,medium,Group labels provide additional structure for interpreting the education categories.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,language,French,Language used in the figure text and labels.,snapshot,medium,Language metadata supports multilingual discovery and filtering.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,geographic_scope,Not identifiable from this snapshot,"Country, region, or geographic area to which the figure data applies.",snapshot,high,Geographic context is important for discovery but is not visible in this figure.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,time_period,Not identifiable from this snapshot,Reference date or period represented by the figure data.,snapshot,high,Temporal context is necessary for comparing the figure with other data but is absent here.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,population_group,Not identifiable from this snapshot,"Population, sample, or group to which the displayed education-level distribution applies.",snapshot,high,The relevant population is critical for interpretation but cannot be determined from the snapshot.
tcd_hcr_mouvements_mixtes_update_janv-mars_2023_figure_006.png,figure,unhcr,gpt-5.5,source_citation,Not identifiable from this snapshot,Citation or source note identifying the origin of the data used in the figure.,snapshot,medium,Source information supports provenance tracking but is not shown in the snapshot.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,figure_title,Evolution des violations des droits humains au Sud Kivu/Maniema - 2023,Title or heading displayed for the figure.,snapshot,high,"The title provides the main subject, geography, and year needed for discovery."
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,visualization_type,Line chart,General type of visualization used to present the data.,snapshot,medium,Visualization type supports filtering and helps users assess analytical reuse.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,subject_topic,Violations des droits humains,Main thematic topic represented by the figure.,snapshot,high,The topic is central for search and thematic discovery.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,geographic_scope,Sud Kivu/Maniema,Geographic area covered by the data in the snapshot.,snapshot,high,Geographic coverage is a key facet for retrieval and comparison.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,time_period,2023,Overall calendar period covered by the data.,snapshot,high,The year is essential for temporal filtering and trend analysis.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,temporal_granularity,"Trimestres or quarters, labeled T1, T2, T3",Level of temporal aggregation used in the figure.,snapshot,high,Temporal granularity helps users understand how the data can be compared over time.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,x_axis_dimension,T1; T2; T3,Dimension represented along the horizontal axis.,snapshot,high,The x-axis dimension identifies the time categories used for the trend.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,y_axis_measure,Number of human rights violations,Quantitative measure represented on the vertical axis.,snapshot,high,The measured quantity is necessary to interpret and reuse the chart data.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,unit_of_measure,"Count of violations, inferred from numeric scale and title",Unit in which the quantitative values are expressed.,snapshot,high,Units are required for accurate interpretation and comparison across figures.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,series_dimension,Category of human right violated,Variable used to distinguish the plotted data series.,snapshot,high,The series dimension captures the semantic grouping used in the chart.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,series_categories,Droits à la liberté; Droit à la propriété; Droit à l'intégrité physique; additional visible series not identifiable from the cropped legend,Named categories represented as separate lines or series.,snapshot,high,Series categories enable discovery of specific rights categories contained in the figure.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,value_range,"Approximately 0 to 10,000 on the y-axis",Displayed numeric range of the quantitative axis.,snapshot,medium,The range helps users assess scale and magnitude without extracting all data points.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,data_labels_present,"Yes; numeric labels are shown for plotted points, including values such as 9,450, 7,791, 6,905, 939, 781, and 121 at T3",Indicates whether individual data values are explicitly labeled in the figure.,snapshot,medium,Presence of labels signals that exact values may be recoverable for analytical reuse.
points_saillants_situation_de_protection_sept_2023_figure_005.png,figure,unhcr,gpt-5.5,snapshot_language,French,Language used in the figure text.,snapshot,medium,Language supports multilingual search and processing workflows.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,figure_title,REFUGEES AND ASYLUM-SEEKERS INVOLVED IN 2023 CROSS BORDER MOVEMENTS IN SOUTHERN AFRICA,The main title or heading assigned to the figure or infographic.,snapshot,high,The title summarizes the snapshot topic and is highly useful for search and cataloging.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,issuing_organization,UNHCR — The UN Refugee Agency,The organization responsible for producing or branding the snapshot.,snapshot,high,Identifying the producing organization supports provenance tracking and filtering by source.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,reporting_date,As of 30 November 2023,The date through which the reported data are current.,snapshot,high,The as-of date is essential for interpreting time-sensitive humanitarian movement data.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,geographic_scope,Southern Africa,The geographic region or area covered by the snapshot.,snapshot,high,Geographic scope enables regional filtering and comparison across snapshots.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,subject_population,Refugees and asylum-seekers,The population group described by the data in the snapshot.,snapshot,high,Population group is central to discovering figures about specific affected groups.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,movement_context,Cross border movements,The substantive phenomenon or context measured by the snapshot.,snapshot,high,This field captures the core analytical subject beyond the population group.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,time_period,2023; cumulative movements since January; trend per year and proportions since 2019,The temporal coverage or reference period represented in the data.,snapshot,high,Temporal coverage supports comparison of indicators across years and reporting periods.
nov_2023_rbsa_population_data_analysis_figure_002.png,figure,unhcr,gpt-5.5,indicator_name,"Total cross border movements; intra region movements; outward movements from the region; inward movements into the region; ages, gender and legal status of movers; top nationality; first country of asylum; second country of asylum; movement trend per year and proportions",Names of measures or analytical indicators presented in the snapshot.,snapshot,high,Indicator names make the embedded figure data discoverable for analytical reuse.
